City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
237,Haines Junction,CA,2022-04-28 23:20:39,60.7522,-137.5108,37.35,93,100,2.3,overcast clouds
238,Yellowknife,CA,2022-04-28 23:20:39,62.456,-114.3525,37.92,52,20,21.85,few clouds
239,Cherskiy,RU,2022-04-28 23:20:40,68.75,161.3,18.52,91,100,10.92,overcast clouds
240,Bairiki,KI,2022-04-28 23:20:40,1.3292,172.9752,84.2,74,75,13.8,broken clouds
241,Kerema,PG,2022-04-28 23:20:41,-7.9631,145.7785,81.64,76,100,3.22,overcast clouds
242,Port Elizabeth,ZA,2022-04-28 23:16:39,-33.918,25.5701,61.32,70,0,4.61,clear sky
243,Kigoma,TZ,2022-04-28 23:20:41,-4.8769,29.6267,71.98,82,63,5.06,moderate rain
244,Meulaboh,ID,2022-04-28 23:20:42,4.1363,96.1285,77.2,89,81,3.74,broken clouds
245,Ust-Nera,RU,2022-04-28 23:20:42,64.5667,143.2,15.06,85,99,5.79,overcast clouds
246,Monte Alegre,BR,2022-04-28 23:20:42,-2.0078,-54.0692,75.87,94,100,3.71,overcast clouds
247,Coquimbo,CL,2022-04-28 23:16:43,-29.9533,-71.3436,58.73,82,0,4.61,clear sky
248,San Cristobal,VE,2022-04-28 23:20:43,7.7669,-72.225,73.58,87,90,1.41,overcast clouds
249,Port Hardy,CA,2022-04-28 23:20:43,50.6996,-127.4199,51.8,71,75,3.44,broken clouds
250,Diamantino,BR,2022-04-28 23:20:44,-14.4086,-56.4461,79.36,51,62,2.42,broken clouds
251,Nouadhibou,MR,2022-04-28 23:20:44,20.931,-17.0347,64.38,82,5,14.97,clear sky
252,Christchurch,NZ,2022-04-28 23:20:45,-43.5333,172.6333,61.41,78,78,7.0,broken clouds
253,Chapais,CA,2022-04-28 23:20:45,49.7834,-74.8492,35.38,67,6,9.98,clear sky
254,Souillac,MU,2022-04-28 23:20:46,-20.5167,57.5167,71.98,94,40,3.44,scattered clouds
255,Sinjai,ID,2022-04-28 23:20:46,-5.1241,120.253,77.07,91,41,3.42,scattered clouds
256,Montelibano,CO,2022-04-28 23:20:46,7.9829,-75.4229,76.95,91,100,7.85,overcast clouds
257,Vila Franca Do Campo,PT,2022-04-28 23:20:47,37.7167,-25.4333,63.19,96,100,26.89,moderate rain
258,Geraldton,AU,2022-04-28 23:20:47,-28.7667,114.6,52.21,87,0,8.05,clear sky
259,Palora,EC,2022-04-28 23:20:48,-1.7,-77.9333,75.31,98,100,2.15,light rain
260,Igarka,RU,2022-04-28 23:20:48,67.4667,86.5833,22.48,86,100,12.82,overcast clouds
261,Sao Miguel Do Araguaia,BR,2022-04-28 23:20:48,-13.275,-50.1628,76.24,59,3,3.78,clear sky
262,Gdov,RU,2022-04-28 23:20:49,58.7406,27.8122,35.55,90,98,11.43,overcast clouds
263,Kuching,MY,2022-04-28 23:16:43,1.55,110.3333,75.42,100,20,2.3,few clouds
264,Alice Springs,AU,2022-04-28 23:18:31,-23.7,133.8833,76.55,33,25,0.0,scattered clouds
265,Kizema,RU,2022-04-28 23:20:49,61.113,44.8302,23.65,76,15,5.5,few clouds
266,Tchaourou,BJ,2022-04-28 23:20:50,8.8865,2.5975,76.5,77,85,0.87,overcast clouds
267,Ballater,GB,2022-04-28 23:20:50,57.0493,-3.0402,46.56,81,100,3.09,overcast clouds
268,Staraya Toropa,RU,2022-04-28 23:20:51,56.2801,31.6702,30.67,62,41,3.71,scattered clouds
269,Elizabeth City,US,2022-04-28 23:16:25,36.2946,-76.2511,62.62,33,0,11.5,clear sky
270,Road Town,VG,2022-04-28 23:20:51,18.4167,-64.6167,77.09,65,40,9.22,scattered clouds
271,Saint Anthony,US,2022-04-28 23:20:52,45.0205,-93.218,51.73,60,0,14.97,clear sky
272,San Quintin,MX,2022-04-28 23:20:42,30.4833,-115.95,61.72,63,6,23.22,clear sky
273,Samarai,PG,2022-04-28 23:20:52,-10.6167,150.6667,82.72,75,20,8.97,few clouds
274,Talas,TR,2022-04-28 23:20:53,38.6908,35.5538,47.07,53,0,0.0,clear sky
275,Chernyshevskiy,RU,2022-04-28 23:20:53,63.0128,112.4714,27.43,85,87,3.31,overcast clouds
276,Rabo De Peixe,PT,2022-04-28 23:20:53,37.8,-25.5833,62.28,87,75,21.85,light rain
277,Mikhaylovka,RU,2022-04-28 23:20:54,50.06,43.2379,45.7,65,23,6.76,few clouds
278,Warri,NG,2022-04-28 23:21:54,5.5167,5.75,76.48,92,99,3.51,overcast clouds
279,Lagoa,PT,2022-04-28 23:21:55,39.05,-27.9833,60.96,93,100,16.62,overcast clouds
280,Sire,NG,2022-04-28 23:21:55,12.9299,5.2043,86.49,23,23,7.74,few clouds
281,Rawson,AR,2022-04-28 23:21:56,-43.3002,-65.1023,47.71,32,63,10.25,broken clouds
282,Mokhsogollokh,RU,2022-04-28 23:21:56,61.4681,128.9203,27.25,81,29,6.53,scattered clouds
283,Esperance,AU,2022-04-28 23:21:57,-33.8667,121.9,51.64,71,83,10.74,light rain
284,Batticaloa,LK,2022-04-28 23:21:57,7.7102,81.6924,79.92,87,91,6.02,overcast clouds
285,Quatre Cocos,MU,2022-04-28 23:21:58,-20.2078,57.7625,75.09,81,3,6.29,clear sky
286,Okhotsk,RU,2022-04-28 23:21:58,59.3833,143.3,30.02,69,100,18.48,overcast clouds
287,Saint George,US,2022-04-28 23:21:59,37.1041,-113.5841,83.62,6,0,12.66,clear sky
288,Oildale,US,2022-04-28 23:21:59,35.4197,-119.0195,71.62,27,0,11.5,clear sky
289,Krivosheino,RU,2022-04-28 23:22:00,57.3431,83.9261,55.11,80,100,11.1,overcast clouds
290,Menongue,AO,2022-04-28 23:21:13,-14.6585,17.691,65.41,71,91,1.3,overcast clouds
291,Fairbanks,US,2022-04-28 23:22:01,64.8378,-147.7164,53.98,39,0,4.61,clear sky
292,Zavetnoye,RU,2022-04-28 23:22:01,47.1194,43.8903,55.58,53,89,14.99,overcast clouds
293,Stromness,GB,2022-04-28 23:22:02,58.965,-3.296,48.16,90,100,5.99,overcast clouds
294,Klaksvik,FO,2022-04-28 23:22:03,62.2266,-6.589,41.92,82,11,3.42,few clouds
295,Huilong,CN,2022-04-28 23:22:03,31.8111,121.655,55.92,86,100,14.74,overcast clouds
296,Viljoenskroon,ZA,2022-04-28 23:22:04,-27.2084,26.9485,54.46,64,1,4.54,clear sky
297,Mbini,GQ,2022-04-28 23:22:04,1.574,9.6134,78.87,85,40,4.43,scattered clouds
298,Mlonggo,ID,2022-04-28 23:22:05,-6.5333,110.7,80.62,82,100,2.53,moderate rain
299,Egvekinot,RU,2022-04-28 23:22:05,66.3167,-179.1667,29.61,75,6,3.38,clear sky
300,Kununurra,AU,2022-04-28 23:22:06,-15.7667,128.7333,80.58,83,91,3.44,overcast clouds
301,Ahipara,NZ,2022-04-28 23:22:06,-35.1667,173.1667,65.57,64,3,9.17,clear sky
302,Oktyabrskoye,RU,2022-04-28 23:22:07,43.0645,44.7417,53.35,87,100,6.71,moderate rain
303,Te Anau,NZ,2022-04-28 23:22:07,-45.4167,167.7167,52.93,78,74,1.54,broken clouds
304,Moyale,KE,2022-04-28 23:22:08,3.5167,39.0584,64.56,91,77,1.86,broken clouds
305,Pilar,BR,2022-04-28 23:22:09,-9.5972,-35.9567,76.93,90,98,3.38,overcast clouds
306,Sitka,US,2022-04-28 23:19:18,57.0531,-135.33,51.69,54,20,8.05,few clouds
307,Grand Gaube,MU,2022-04-28 23:22:09,-20.0064,57.6608,75.38,81,2,1.01,clear sky
308,Broome,US,2022-04-28 23:20:31,42.2506,-75.833,45.7,30,0,21.85,clear sky
309,Dubrovka,RU,2022-04-28 23:22:10,53.6907,33.5071,33.91,85,27,3.76,scattered clouds
310,Ancud,CL,2022-04-28 23:22:10,-41.8697,-73.8203,45.52,79,63,2.64,broken clouds
311,Banting,MY,2022-04-28 23:22:11,2.8167,101.5,77.14,94,50,1.68,scattered clouds
312,Alamor,EC,2022-04-28 23:22:11,-4.0181,-80.0197,63.07,95,100,1.43,light rain
313,Cranbrook,CA,2022-04-28 23:22:12,49.4999,-115.7688,51.64,28,75,6.91,broken clouds
314,Iralaya,HN,2022-04-28 23:22:12,15.0,-83.2333,78.85,82,8,10.16,clear sky
315,Shache,CN,2022-04-28 23:22:13,38.4167,77.2406,57.7,24,42,4.63,scattered clouds
316,Sao Bento,BR,2022-04-28 23:22:13,-6.2833,-37.75,72.82,79,38,2.17,scattered clouds
317,Leh,IN,2022-04-28 23:22:14,34.1667,77.5833,41.79,70,100,4.45,overcast clouds
318,Jobner,IN,2022-04-28 23:22:14,26.9667,75.3833,90.82,14,7,12.8,clear sky
319,Puerto El Triunfo,SV,2022-04-28 23:22:14,13.2833,-88.55,86.92,68,73,6.64,broken clouds
320,Gondanglegi,ID,2022-04-28 23:22:15,-7.7479,112.0132,75.36,95,70,2.55,broken clouds
321,Arman,RU,2022-04-28 23:22:15,59.7,150.1667,31.37,68,100,14.38,overcast clouds
322,Gonzales,US,2022-04-28 23:22:16,30.2385,-90.9201,82.08,33,0,6.91,clear sky
323,Bitung,ID,2022-04-28 23:22:16,1.4451,125.1824,77.85,83,98,0.83,overcast clouds
324,Shingu,JP,2022-04-28 23:23:17,33.7333,135.9833,63.0,97,100,10.49,overcast clouds
325,Bermeo,ES,2022-04-28 23:23:17,43.4209,-2.7215,54.25,88,95,4.52,overcast clouds
326,Kurumkan,RU,2022-04-28 23:23:17,54.3,110.3,31.17,63,4,1.01,clear sky
327,Guapi,CO,2022-04-28 23:23:18,2.5708,-77.8854,77.92,90,75,6.4,moderate rain
328,Karratha,AU,2022-04-28 23:23:18,-20.7377,116.8463,71.78,84,100,13.11,light rain
329,Georgetown,MY,2022-04-28 23:22:48,5.4112,100.3354,78.75,94,20,0.0,few clouds
330,Carora,VE,2022-04-28 23:23:19,10.1755,-70.0827,76.93,80,100,6.2,light rain
331,Bouake,CI,2022-04-28 23:23:19,7.6895,-5.0218,76.53,75,93,3.96,overcast clouds
332,Konongo,GH,2022-04-28 23:23:13,6.6167,-1.2167,72.93,85,100,1.83,overcast clouds
333,Kamaishi,JP,2022-04-28 23:23:20,39.2667,141.8833,50.09,49,100,7.14,overcast clouds
334,Padang,ID,2022-04-28 23:21:55,-0.9492,100.3543,77.05,87,100,3.83,overcast clouds
335,Pangnirtung,CA,2022-04-28 23:23:20,66.1451,-65.7125,18.68,78,100,9.6,overcast clouds
336,Punto Fijo,VE,2022-04-28 23:23:21,11.6956,-70.1996,80.17,76,66,22.5,broken clouds
337,Broken Hill,AU,2022-04-28 23:19:38,-31.95,141.4333,64.11,77,40,8.05,scattered clouds
338,Kataysk,RU,2022-04-28 23:23:21,56.289,62.5841,42.89,71,91,11.03,overcast clouds
339,Ballina,AU,2022-04-28 23:23:21,-28.8667,153.5667,71.78,93,75,4.61,light rain
340,Flinders,AU,2022-04-28 23:23:22,-34.5833,150.8552,73.38,86,1,5.99,clear sky
341,Tamboril,DO,2022-04-28 23:23:23,19.4854,-70.611,77.77,69,75,11.5,broken clouds
342,Puerto Escondido,MX,2022-04-28 23:23:23,15.85,-97.0667,85.03,70,40,6.91,scattered clouds
343,Marquette,US,2022-04-28 23:23:23,46.5333,-87.6335,48.78,52,49,6.6,scattered clouds
344,San Patricio,US,2022-04-28 23:23:24,28.017,-97.5169,83.16,63,20,18.66,few clouds
345,Frankfort,ZA,2022-04-28 23:23:24,-27.2667,28.4833,50.18,60,0,1.92,clear sky
346,Zwedru,LR,2022-04-28 23:23:25,6.0667,-8.1281,73.67,96,99,1.36,overcast clouds
347,Poysdorf,AT,2022-04-28 23:23:25,48.6667,16.6333,47.57,68,19,4.72,few clouds
348,Bathsheba,BB,2022-04-28 23:23:26,13.2167,-59.5167,79.41,89,40,14.97,scattered clouds
349,Flin Flon,CA,2022-04-28 23:23:26,54.7682,-101.865,49.84,46,40,9.22,scattered clouds
350,Niquero,CU,2022-04-28 23:23:26,20.0431,-77.5828,78.19,70,72,10.11,broken clouds
351,Mehamn,NO,2022-04-28 23:23:27,71.0357,27.8492,24.75,63,75,19.57,broken clouds
352,Mitu,CO,2022-04-28 23:23:27,1.1983,-70.1733,74.17,95,83,0.98,light rain
353,Semey,KZ,2022-04-28 23:20:27,50.4111,80.2275,53.6,41,7,8.28,clear sky
354,Segezha,RU,2022-04-28 23:23:28,63.7415,34.3222,29.84,98,100,4.14,snow
355,Canutama,BR,2022-04-28 23:23:28,-6.5339,-64.3831,79.3,83,99,2.8,overcast clouds
356,Talovaya,RU,2022-04-28 23:23:29,51.1144,40.73,48.61,63,93,7.27,overcast clouds
357,Vilyuysk,RU,2022-04-28 23:23:29,63.7553,121.6247,29.43,85,68,2.82,broken clouds
358,Namatanai,PG,2022-04-28 23:23:29,-3.6667,152.4333,84.51,66,100,5.53,overcast clouds
359,Kondinskoye,RU,2022-04-28 23:23:30,59.6481,67.41,41.74,86,99,15.66,overcast clouds
360,Nanortalik,GL,2022-04-28 23:22:15,60.1432,-45.2371,38.75,82,97,4.41,overcast clouds
361,Omsukchan,RU,2022-04-28 23:23:30,62.5333,155.8,27.93,90,100,10.67,overcast clouds
362,Calama,CL,2022-04-28 23:23:31,-22.4667,-68.9333,63.09,8,0,9.22,clear sky
363,Aksu,CN,2022-04-28 23:23:31,41.1231,80.2644,53.67,52,5,7.52,clear sky
364,Aktas,KZ,2022-04-28 23:23:32,49.7789,72.9608,55.89,41,94,5.99,overcast clouds
365,Udachnyy,RU,2022-04-28 23:23:32,66.4167,112.4,35.46,37,100,6.31,overcast clouds
366,Areka,ET,2022-04-28 23:23:32,7.0667,37.7,61.86,89,78,2.64,light rain
367,Arraial Do Cabo,BR,2022-04-28 23:23:09,-22.9661,-42.0278,77.29,83,8,21.39,clear sky
368,Talcahuano,CL,2022-04-28 23:24:33,-36.7167,-73.1167,55.08,50,0,9.22,clear sky
369,Mayumba,GA,2022-04-28 23:24:33,-3.432,10.6554,77.67,87,100,2.19,overcast clouds
370,Goderich,CA,2022-04-28 23:24:34,43.7501,-81.7165,38.91,56,3,13.8,clear sky
371,Tiarei,PF,2022-04-28 23:24:34,-17.5333,-149.3333,84.22,75,37,22.53,light rain
372,Mweka,CD,2022-04-28 23:24:35,-4.85,21.5667,69.01,98,96,1.81,overcast clouds
373,Balkhash,KZ,2022-04-28 23:24:35,46.844,74.9804,53.96,47,15,12.48,few clouds
374,Nome,US,2022-04-28 23:21:45,64.5011,-165.4064,40.15,81,100,12.66,light rain
375,Port Hedland,AU,2022-04-28 23:24:36,-20.3167,118.5667,69.85,100,40,8.05,light rain
376,Berezhany,UA,2022-04-28 23:24:36,49.45,24.9333,42.44,81,47,2.89,scattered clouds
377,Port-Gentil,GA,2022-04-28 23:24:36,-0.7193,8.7815,80.56,89,75,4.61,light rain
378,Sinnamary,GF,2022-04-28 23:24:37,5.3833,-52.95,78.4,85,67,11.01,broken clouds
379,Brae,GB,2022-04-28 23:24:37,60.3964,-1.353,44.91,82,93,2.93,overcast clouds
380,Fenoarivo,MG,2022-04-28 23:24:38,-18.933,47.4354,59.07,82,75,6.91,broken clouds
381,Ilulissat,GL,2022-04-28 23:24:32,69.2167,-51.1,26.62,93,40,4.61,scattered clouds
382,Pospelikha,RU,2022-04-28 23:24:38,51.95,81.7667,51.3,49,20,8.21,few clouds
383,Marawi,PH,2022-04-28 23:24:39,7.9986,124.2928,71.58,89,99,0.65,overcast clouds
384,Villa Carlos Paz,AR,2022-04-28 23:24:39,-31.4241,-64.4978,52.39,24,0,4.0,clear sky
385,Neuquen,AR,2022-04-28 23:19:44,-38.9516,-68.0591,51.69,50,0,0.0,clear sky
386,Aleksandrovsk-Sakhalinskiy,RU,2022-04-28 23:24:40,50.8975,142.1561,33.53,80,90,16.91,overcast clouds
387,Asau,RO,2022-04-28 23:24:40,46.4333,26.4,48.96,100,100,5.44,light rain
388,Shemonaikha,KZ,2022-04-28 23:24:40,50.6328,81.9056,48.94,55,1,5.08,clear sky
389,Necochea,AR,2022-04-28 23:24:41,-38.5473,-58.7368,51.19,55,90,14.65,overcast clouds
390,Bhainsa,IN,2022-04-28 23:24:41,26.9548,76.9012,90.63,14,69,6.76,broken clouds
391,Nouakchott,MR,2022-04-28 23:24:42,18.0858,-15.9785,75.13,68,0,19.44,clear sky
392,Payo,ID,2022-04-28 23:24:42,-3.7508,103.6372,72.19,97,97,2.19,light rain
393,Makakilo City,US,2022-04-28 23:24:42,21.3469,-158.0858,84.52,50,0,17.27,clear sky
394,Half Moon Bay,US,2022-04-28 23:22:48,37.4636,-122.4286,65.62,63,0,35.68,clear sky
395,Vihari,PK,2022-04-28 23:24:43,30.0333,72.35,87.96,12,7,8.97,clear sky
396,Morant Bay,JM,2022-04-28 23:24:43,17.8815,-76.4093,82.02,76,43,10.49,scattered clouds
397,Goundam,ML,2022-04-28 23:24:44,16.4145,-3.6708,84.15,9,19,7.54,few clouds
398,Nyrob,RU,2022-04-28 23:24:44,60.733,56.7202,13.06,97,24,1.5,few clouds
399,Tortosa,ES,2022-04-28 23:24:45,40.8125,0.5216,61.25,52,97,4.27,overcast clouds
400,Tupik,RU,2022-04-28 23:24:45,54.4253,119.9327,32.56,49,85,12.91,overcast clouds
401,Moerai,PF,2022-04-28 23:24:45,-22.4333,-151.3333,80.04,73,2,19.86,clear sky
402,Petropavlovsk-Kamchatskiy,RU,2022-04-28 23:24:46,53.0452,158.6483,37.99,87,75,2.24,broken clouds
403,Puri,IN,2022-04-28 23:24:46,19.8,85.85,82.92,89,7,15.82,clear sky
404,Indramayu,ID,2022-04-28 23:24:47,-6.3264,108.32,79.59,84,83,6.33,broken clouds
405,Chara,RU,2022-04-28 23:24:47,56.9064,118.2631,25.48,67,63,2.66,broken clouds
406,Pilot Butte,CA,2022-04-28 23:24:47,50.4668,-104.4178,62.22,35,40,12.66,scattered clouds
407,Okha,RU,2022-04-28 23:24:48,53.5739,142.9478,30.81,94,100,19.98,light snow
408,Yulara,AU,2022-04-28 23:24:48,-25.2406,130.9889,73.24,40,100,10.36,overcast clouds
409,Mangan,IN,2022-04-28 23:24:49,27.5167,88.5333,69.96,66,96,4.72,overcast clouds
410,Hofn,IS,2022-04-28 23:24:49,64.2539,-15.2082,45.5,68,8,8.9,clear sky
411,Reconquista,AR,2022-04-28 23:20:10,-29.15,-59.65,61.32,69,41,11.43,scattered clouds
412,Ngunguru,NZ,2022-04-28 23:24:50,-35.6167,174.5,63.43,76,13,12.93,few clouds
413,Huron,US,2022-04-28 23:25:50,41.1501,-82.5499,51.67,43,88,8.03,overcast clouds
414,Arnedo,ES,2022-04-28 23:25:50,42.2167,-2.1,51.3,88,100,6.69,overcast clouds
415,Andrelandia,BR,2022-04-28 23:25:51,-21.7397,-44.3092,63.68,81,0,3.15,clear sky
416,Yerbogachen,RU,2022-04-28 23:25:51,61.2767,108.0108,33.84,81,70,6.4,broken clouds
417,Pella,RU,2022-04-28 23:25:52,59.7775,30.8181,37.45,60,100,8.61,overcast clouds
418,Emerald,AU,2022-04-28 23:25:52,-23.5333,148.1667,73.54,73,0,10.36,clear sky
419,Santa Maria,BR,2022-04-28 23:25:43,-29.6842,-53.8069,58.3,94,40,0.0,scattered clouds
420,Minas,UY,2022-04-28 23:25:52,-34.3759,-55.2377,46.8,64,0,5.84,clear sky
421,Tecpatan,MX,2022-04-28 23:25:53,17.1333,-93.3,76.37,78,90,5.82,overcast clouds
422,Sao Filipe,CV,2022-04-28 23:25:53,14.8961,-24.4956,71.64,71,3,6.87,clear sky
423,Botro,CI,2022-04-28 23:25:54,7.8525,-5.3106,75.72,84,92,3.83,overcast clouds
424,Port Pirie,AU,2022-04-28 23:25:54,-33.1833,138.0167,64.49,67,100,1.23,overcast clouds
425,Lompoc,US,2022-04-28 23:25:55,34.6391,-120.4579,72.57,58,0,24.16,clear sky
426,Cabrobo,BR,2022-04-28 23:25:55,-8.5142,-39.31,78.84,63,91,17.96,overcast clouds
427,Launceston,AU,2022-04-28 23:25:55,-41.45,147.1667,64.62,89,40,12.66,scattered clouds
428,Klyuchi,RU,2022-04-28 23:25:56,52.2667,79.1667,55.51,47,76,9.8,broken clouds
429,Urdoma,RU,2022-04-28 23:25:56,61.7533,48.5442,22.8,79,20,5.12,few clouds
430,Ahuatempan,MX,2022-04-28 23:25:57,18.4167,-98.0167,81.7,23,1,7.9,clear sky
431,Ginda,IN,2022-04-28 23:25:57,30.6945,78.4932,61.7,30,43,8.66,scattered clouds
432,Fukue,JP,2022-04-28 23:25:57,32.6881,128.8419,61.16,100,75,17.27,broken clouds
433,Pitimbu,BR,2022-04-28 23:25:58,-7.4706,-34.8086,77.59,81,42,11.77,scattered clouds
434,Panjab,AF,2022-04-28 23:25:58,34.388,67.0233,51.01,62,87,3.96,overcast clouds
435,Yerofey Pavlovich,RU,2022-04-28 23:25:16,53.9667,121.9667,35.11,38,97,10.38,overcast clouds
436,Bay Roberts,CA,2022-04-28 23:25:59,47.5999,-53.2648,38.66,89,98,1.99,overcast clouds
437,Auki,SB,2022-04-28 23:25:59,-8.7676,160.7034,84.63,69,98,1.5,overcast clouds
438,Coahuayana,MX,2022-04-28 23:26:00,18.7333,-103.6833,87.26,46,0,6.8,clear sky
439,Leninogorsk,RU,2022-04-28 23:26:00,54.6026,52.4609,34.2,82,15,4.52,few clouds
440,Bilibino,RU,2022-04-28 23:26:00,68.0546,166.4372,29.84,88,100,1.74,overcast clouds
441,Baherden,TM,2022-04-28 23:23:57,38.4362,57.4316,74.55,38,4,2.17,clear sky
442,Solnechnyy,RU,2022-04-28 23:25:12,50.7214,136.6319,36.84,70,28,2.08,scattered clouds
443,Pierre,US,2022-04-28 23:26:01,44.3683,-100.351,66.06,49,0,12.66,clear sky
444,Terney,RU,2022-04-28 23:26:02,45.0503,136.6092,45.95,42,72,7.09,broken clouds
445,Natagaima,CO,2022-04-28 23:26:02,3.6206,-75.0941,80.87,72,67,2.1,broken clouds
446,Bardiyah,LY,2022-04-28 23:26:03,31.7561,25.0865,64.62,79,1,16.49,clear sky
447,Mitsamiouli,KM,2022-04-28 23:24:25,-11.3847,43.2844,80.83,78,96,21.0,light rain
448,Utica,US,2022-04-28 23:26:03,43.1009,-75.2327,47.35,35,15,5.01,few clouds
449,Howard Springs,AU,2022-04-28 23:26:04,-12.497,131.047,80.82,88,73,0.67,broken clouds
450,Beyneu,KZ,2022-04-28 23:26:04,45.3167,55.2,65.71,32,17,9.75,few clouds
451,Sandnessjoen,NO,2022-04-28 23:26:05,66.0217,12.6316,32.65,82,100,3.0,light snow
452,Kimbe,PG,2022-04-28 23:26:05,-5.5502,150.1429,84.27,73,90,1.61,overcast clouds
453,Chalmette,US,2022-04-28 23:26:05,29.9427,-89.9634,79.0,37,0,9.22,clear sky
454,Kaitangata,NZ,2022-04-28 23:24:13,-46.2817,169.8464,52.27,76,9,1.45,clear sky
455,Vicuna,CL,2022-04-28 23:27:06,-30.0319,-70.7081,51.53,18,0,0.6,clear sky
456,Ampanihy,MG,2022-04-28 23:27:06,-24.7,44.75,62.96,78,0,11.54,clear sky
457,Cururupu,BR,2022-04-28 23:27:07,-1.8283,-44.8683,74.79,95,97,3.36,overcast clouds
458,Korla,CN,2022-04-28 23:27:07,41.7597,86.1469,50.58,57,85,6.93,overcast clouds
459,Cabo San Lucas,MX,2022-04-28 23:24:17,22.8909,-109.9124,85.6,28,0,8.05,clear sky
460,Oum Hadjer,TD,2022-04-28 23:27:08,13.2954,19.6966,89.56,34,53,12.53,broken clouds
461,Coihaique,CL,2022-04-28 23:22:40,-45.5752,-72.0662,33.75,86,40,3.44,scattered clouds
462,Surt,LY,2022-04-28 23:27:08,31.2089,16.5887,63.86,83,3,14.47,clear sky
463,Chabahar,IR,2022-04-28 23:27:09,25.2919,60.643,84.13,69,22,11.77,few clouds
464,Saldanha,ZA,2022-04-28 23:27:09,-33.0117,17.9442,60.85,92,24,14.92,few clouds
465,That Phanom,TH,2022-04-28 23:27:10,16.9364,104.7104,79.41,79,100,1.7,light rain
466,Cerritos,US,2022-04-28 23:24:50,33.8583,-118.0648,73.2,59,20,10.36,few clouds
467,Tabou,CI,2022-04-28 23:27:10,4.423,-7.3528,80.38,77,95,0.6,overcast clouds
468,Koutiala,ML,2022-04-28 23:23:04,12.3917,-5.4642,81.34,59,91,7.14,overcast clouds
469,Osa,RU,2022-04-28 23:27:12,57.2829,55.4567,31.84,88,98,5.21,overcast clouds
470,Sept-Iles,CA,2022-04-28 23:27:12,50.2001,-66.3821,37.06,75,100,13.8,light snow
471,Vredendal,ZA,2022-04-28 23:27:12,-31.6683,18.5012,58.15,88,27,12.26,scattered clouds
472,Coolum Beach,AU,2022-04-28 23:27:13,-26.5333,153.1,74.07,91,88,9.51,overcast clouds
473,Alyangula,AU,2022-04-28 23:27:13,-13.8483,136.4192,82.27,89,98,1.14,overcast clouds
