City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
474,Ialibu,PG,2022-04-28 23:27:14,-6.2821,143.9935,60.39,90,98,1.5,overcast clouds
475,Turochak,RU,2022-04-28 23:27:14,52.2576,87.1224,41.5,75,48,3.38,scattered clouds
476,Jambi,ID,2022-04-28 23:26:08,-1.6,103.6167,74.8,98,100,2.62,overcast clouds
477,Asfi,MA,2022-04-28 23:27:15,32.2994,-9.2372,59.52,71,6,21.43,clear sky
478,Cayenne,GF,2022-04-28 23:23:10,4.9333,-52.3333,82.09,1,75,5.75,broken clouds
479,Ruwi,OM,2022-04-28 23:27:15,23.5996,58.5507,87.49,44,6,7.11,clear sky
480,Dunedin,NZ,2022-04-28 23:24:20,-45.8742,170.5036,58.8,65,1,1.01,clear sky
481,Zarate,AR,2022-04-28 23:27:16,-34.0981,-59.0286,51.84,48,0,1.99,clear sky
482,Vardo,NO,2022-04-28 23:27:16,70.3705,31.1107,23.83,72,99,23.64,light snow
483,Seoul,KR,2022-04-28 23:27:07,37.5683,126.9778,51.4,85,100,6.91,overcast clouds
484,Alofi,NU,2022-04-28 23:27:17,-19.0595,-169.9187,82.29,78,75,21.85,light intensity drizzle
485,Ullapool,GB,2022-04-28 23:27:17,57.8987,-5.1604,46.35,72,100,1.77,overcast clouds
486,Luanda,AO,2022-04-28 23:24:04,-8.8368,13.2343,77.0,88,40,10.36,scattered clouds
487,Masty,BY,2022-04-28 23:27:18,53.4122,24.5387,37.22,84,20,3.44,few clouds
488,Hayden,US,2022-04-28 23:27:18,47.766,-116.7866,56.55,42,20,8.05,few clouds
489,Uray,RU,2022-04-28 23:27:18,60.1247,64.7758,36.14,96,100,13.29,overcast clouds
490,Crepy-En-Valois,FR,2022-04-28 23:27:19,49.2336,2.8881,57.33,87,96,6.46,overcast clouds
491,Katsuura,JP,2022-04-28 23:25:54,35.1333,140.3,63.09,84,100,13.31,overcast clouds
492,Monrovia,LR,2022-04-28 23:27:19,6.3005,-10.7969,79.77,81,64,5.23,moderate rain
493,Sao Joao Da Barra,BR,2022-04-28 23:27:20,-21.6403,-41.0511,76.6,87,8,12.35,clear sky
494,Ponte Nova,BR,2022-04-28 23:27:20,-20.4164,-42.9086,68.59,76,3,0.11,clear sky
495,Berlevag,NO,2022-04-28 23:27:21,70.8578,29.0864,24.8,64,100,25.19,light snow
496,Kavieng,PG,2022-04-28 23:27:21,-2.5744,150.7967,84.78,68,100,9.57,overcast clouds
497,Kita,ML,2022-04-28 23:27:21,13.0349,-9.4895,87.73,42,57,2.93,broken clouds
498,Dodge City,US,2022-04-28 23:27:22,37.7528,-100.0171,79.05,50,20,18.41,few clouds
499,Agua Preta,BR,2022-04-28 23:27:22,-8.7075,-35.5306,73.09,92,100,2.64,overcast clouds
500,Barao De Melgaco,BR,2022-04-28 23:27:23,-16.1944,-55.9675,81.91,43,56,3.36,broken clouds
501,Svetlyy,RU,2022-04-28 23:25:30,54.675,20.1347,36.97,59,14,3.24,few clouds
502,Abu Kamal,SY,2022-04-28 23:27:23,34.4506,40.9171,75.9,38,100,12.33,overcast clouds
503,Yeniseysk,RU,2022-04-28 23:27:24,58.4497,92.1703,43.23,95,97,4.92,overcast clouds
504,Darhan,MN,2022-04-28 23:28:24,49.4867,105.9228,34.81,36,4,2.08,clear sky
505,Adrar,MR,2022-04-28 23:28:25,20.5022,-10.0711,76.95,11,0,7.52,clear sky
506,Jijiang,CN,2022-04-28 23:28:25,29.2906,106.2542,68.36,91,88,3.27,overcast clouds
507,Magadan,RU,2022-04-28 23:28:26,59.5667,150.8,33.69,66,100,12.35,overcast clouds
508,Taungdwingyi,MM,2022-04-28 23:28:26,20.0167,95.55,84.2,53,66,7.61,broken clouds
509,Vostok,RU,2022-04-28 23:24:28,46.4856,135.8833,40.23,40,0,4.43,clear sky
510,Iracoubo,GF,2022-04-28 23:28:26,5.4802,-53.2011,78.33,85,74,11.3,broken clouds
511,Ponerihouen,NC,2022-04-28 23:28:27,-21.0833,165.4,71.11,89,100,17.81,moderate rain
512,Makow Mazowiecki,PL,2022-04-28 23:28:27,52.8649,21.1005,35.89,85,20,3.42,few clouds
513,Rhyl,GB,2022-04-28 23:28:28,53.3196,-3.4886,48.85,87,99,3.31,overcast clouds
514,Srednekolymsk,RU,2022-04-28 23:28:28,67.45,153.6833,18.36,86,96,7.02,overcast clouds
515,Cap Malheureux,MU,2022-04-28 23:28:28,-19.9842,57.6142,75.47,81,1,9.98,clear sky
516,Yebaishou,CN,2022-04-28 23:28:29,41.3975,119.6408,49.1,44,1,5.12,clear sky
517,Havoysund,NO,2022-04-28 23:28:29,70.9963,24.6622,26.83,68,100,21.43,snow
518,Vila,PT,2022-04-28 23:28:30,42.0304,-8.1588,49.08,79,13,4.14,few clouds
519,Aranos,NA,2022-04-28 23:28:30,-24.1333,19.1167,67.78,50,71,9.98,broken clouds
520,Bela,IN,2022-04-28 23:28:31,25.9333,81.9833,86.4,13,0,7.0,clear sky
521,Thai Binh,VN,2022-04-28 23:28:31,20.45,106.3333,76.21,95,85,3.0,overcast clouds
522,Suntar,RU,2022-04-28 23:28:31,62.1444,117.6319,32.81,81,100,3.53,overcast clouds
523,Thinadhoo,MV,2022-04-28 23:27:50,0.5333,72.9333,84.61,71,89,7.74,overcast clouds
524,Sibolga,ID,2022-04-28 23:28:32,1.7427,98.7792,76.3,89,99,3.6,overcast clouds
525,Pout,SN,2022-04-28 23:28:32,14.7739,-17.0603,72.36,64,0,16.11,clear sky
526,Cockburn Town,TC,2022-04-28 23:23:40,21.4612,-71.1419,75.18,59,27,11.56,scattered clouds
527,Baykit,RU,2022-04-28 23:28:33,61.67,96.37,38.73,99,100,3.4,overcast clouds
528,Nenjiang,CN,2022-04-28 23:28:33,49.1833,125.2167,43.74,39,100,10.13,overcast clouds
529,Loncoche,CL,2022-04-28 23:28:34,-39.3667,-72.6333,42.73,90,44,2.98,scattered clouds
530,Puerto Del Rosario,ES,2022-04-28 23:24:40,28.5004,-13.8627,64.15,68,20,14.97,few clouds
531,Urucara,BR,2022-04-28 23:28:34,-2.5364,-57.76,77.09,89,96,1.28,overcast clouds
532,Tommot,RU,2022-04-28 23:28:35,58.9564,126.2925,30.02,77,97,2.77,overcast clouds
533,Novosergiyevka,RU,2022-04-28 23:28:35,52.0934,53.6528,47.7,76,63,12.44,broken clouds
534,Mago,RU,2022-04-28 23:28:35,53.2514,140.1822,32.83,81,100,10.25,overcast clouds
535,Mahibadhoo,MV,2022-04-28 23:28:36,3.7833,72.9667,84.61,73,100,8.55,overcast clouds
536,Sao Gabriel Da Cachoeira,BR,2022-04-28 23:25:50,-0.1303,-67.0892,75.24,97,99,1.7,moderate rain
537,Medea,DZ,2022-04-28 23:28:36,36.2642,2.7539,48.58,97,100,3.04,light rain
538,Kassala,SD,2022-04-28 23:28:37,15.451,36.4,85.3,30,2,8.28,clear sky
539,Richards Bay,ZA,2022-04-28 23:25:59,-28.783,32.0377,63.41,88,0,9.98,clear sky
540,Lima,PE,2022-04-28 23:28:37,-12.0432,-77.0282,61.39,23,75,12.66,broken clouds
541,Kupang,ID,2022-04-28 23:28:38,-10.1667,123.5833,77.92,83,47,6.06,scattered clouds
542,Seymchan,RU,2022-04-28 23:28:38,62.8833,152.4333,22.66,81,99,12.26,overcast clouds
543,Krabi,TH,2022-04-28 23:28:38,8.0726,98.9105,77.2,94,20,1.14,mist
544,Selfoss,IS,2022-04-28 23:28:39,63.9331,-20.9971,41.04,82,70,4.0,broken clouds
545,Coachella,US,2022-04-28 23:28:39,33.6803,-116.1739,88.68,19,0,21.85,clear sky
546,Dingle,PH,2022-04-28 23:24:25,10.9995,122.6711,79.59,86,100,7.61,overcast clouds
547,Shirokiy,RU,2022-04-28 23:28:40,49.758,129.523,44.47,46,13,10.74,few clouds
548,Hastings,GB,2022-04-28 23:28:40,50.8552,0.5729,48.33,74,100,14.52,overcast clouds
549,Rincon,US,2022-04-28 23:24:08,32.296,-81.2354,71.56,40,75,12.66,broken clouds
550,Oranjemund,NA,2022-04-28 23:29:41,-28.55,16.4333,55.51,92,0,2.82,clear sky
551,Ternate,ID,2022-04-28 23:29:41,0.8,127.4,80.85,77,96,2.73,overcast clouds
552,Diez,DE,2022-04-28 23:29:41,50.3667,8.0167,52.68,88,39,3.91,scattered clouds
553,Itoman,JP,2022-04-28 23:29:42,26.1247,127.6694,81.37,91,75,17.27,broken clouds
554,Muros,ES,2022-04-28 23:29:42,42.7762,-9.0603,56.08,81,66,9.55,broken clouds
555,Takoradi,GH,2022-04-28 23:25:05,4.8845,-1.7554,78.66,82,100,7.0,overcast clouds
556,Sioux Lookout,CA,2022-04-28 23:26:39,50.1001,-91.917,48.27,15,100,5.75,overcast clouds
557,Sadao,TH,2022-04-28 23:29:43,6.6388,100.4234,76.82,95,53,0.43,broken clouds
558,Oulu,FI,2022-04-28 23:29:43,65.0124,25.4682,26.71,90,0,5.75,clear sky
559,Hauterive,FR,2022-04-28 23:29:44,46.0901,3.4459,50.76,82,90,1.21,overcast clouds
560,Komsomolskiy,UZ,2022-04-28 23:29:44,40.4272,71.7189,63.32,67,97,4.61,overcast clouds
561,Saint-Georges,GD,2022-04-28 23:29:44,12.0564,-61.7485,80.28,89,75,18.41,broken clouds
562,Nyazepetrovsk,RU,2022-04-28 23:29:45,56.0531,59.6028,36.91,75,28,9.33,scattered clouds
563,Wembley,AU,2022-04-28 23:29:45,-31.9333,115.8,52.0,96,0,8.05,clear sky
564,Banda Aceh,ID,2022-04-28 23:29:46,5.5577,95.3222,80.49,81,85,6.46,overcast clouds
565,Usogorsk,RU,2022-04-28 23:29:46,63.4106,48.6872,23.07,88,27,6.82,scattered clouds
566,Esmeraldas,BR,2022-04-28 23:29:47,-19.7625,-44.3139,74.26,56,16,4.54,few clouds
567,Warkworth,NZ,2022-04-28 23:29:47,-36.4,174.6667,64.9,73,39,14.54,scattered clouds
568,Santa Rosa,PH,2022-04-28 23:29:47,14.3122,121.1114,86.09,72,92,12.33,overcast clouds
569,La Ronge,CA,2022-04-28 23:29:48,55.1001,-105.2842,50.25,50,75,8.05,broken clouds
570,Salvador,SV,2022-04-28 23:29:48,13.8333,-88.9167,83.05,67,62,3.4,broken clouds
571,Tres Arroyos,AR,2022-04-28 23:29:49,-38.3739,-60.2798,43.61,54,11,7.05,few clouds
572,Lorengau,PG,2022-04-28 23:29:49,-2.0226,147.2712,83.95,68,100,1.63,overcast clouds
573,Ulan-Ude,RU,2022-04-28 23:29:49,51.8261,107.6098,26.49,74,1,2.24,clear sky
574,Sumbawanga,TZ,2022-04-28 23:29:50,-7.9667,31.6167,56.64,96,85,3.87,overcast clouds
575,Antofagasta,CL,2022-04-28 23:29:50,-23.65,-70.4,61.88,85,99,2.68,overcast clouds
576,Sterling,US,2022-04-28 23:29:01,39.0062,-77.4286,58.21,30,20,13.0,few clouds
577,Leshukonskoye,RU,2022-04-28 23:29:51,64.8989,45.7622,23.94,87,18,8.34,few clouds
578,Salekhard,RU,2022-04-28 23:29:51,66.53,66.6019,10.58,88,100,4.09,overcast clouds
579,Goure,NE,2022-04-28 23:29:52,13.9835,10.2704,82.62,16,66,4.32,broken clouds
580,Xuddur,SO,2022-04-28 23:29:52,4.1213,43.8894,75.72,79,77,7.65,broken clouds
581,Itarema,BR,2022-04-28 23:29:52,-2.9248,-39.9167,77.34,89,72,8.95,broken clouds
582,Paita,PE,2022-04-28 23:29:53,-5.0892,-81.1144,70.25,79,72,14.88,broken clouds
583,Aksarayskiy,RU,2022-04-28 23:29:53,46.7924,48.0119,63.86,66,20,15.28,few clouds
584,Hirara,JP,2022-04-28 23:29:54,24.8,125.2833,82.67,83,20,16.11,few clouds
585,Amli,IN,2022-04-28 23:29:54,20.2833,73.0167,83.25,52,6,4.65,clear sky
586,Umba,RU,2022-04-28 23:29:54,66.6871,34.3429,24.67,82,99,9.71,overcast clouds
587,Bilma,NE,2022-04-28 23:26:09,18.6853,12.9164,86.7,10,68,6.58,broken clouds
588,Rafaela,AR,2022-04-28 23:29:55,-31.2503,-61.4867,56.98,37,0,3.0,clear sky
589,Senanga,ZM,2022-04-28 23:29:55,-16.1167,23.2667,65.01,68,35,4.9,scattered clouds
590,Kristiansund,NO,2022-04-28 23:29:56,63.1115,7.732,39.85,75,100,6.91,overcast clouds
591,Muroto,JP,2022-04-28 23:29:56,33.2833,134.15,66.43,95,100,18.32,moderate rain
592,Eureka,US,2022-04-28 23:27:47,40.8021,-124.1637,63.75,62,25,5.99,scattered clouds
593,Victoria,HK,2022-04-28 23:25:12,22.2855,114.1577,81.97,87,28,5.01,scattered clouds
594,Muyezerskiy,RU,2022-04-28 23:29:57,63.9333,31.65,23.9,97,96,3.49,light snow
595,Kieta,PG,2022-04-28 23:29:57,-6.2167,155.6333,85.12,63,90,3.91,overcast clouds
596,Mount Pleasant,US,2022-04-28 23:25:27,32.7941,-79.8626,73.26,54,0,4.61,clear sky
597,Tazovskiy,RU,2022-04-28 23:30:58,67.4667,78.7,17.74,90,100,7.67,overcast clouds
598,Salalah,OM,2022-04-28 23:30:58,17.0151,54.0924,84.29,84,75,3.44,broken clouds
599,Torit,SS,2022-04-28 23:30:58,4.4133,32.5678,70.97,72,97,3.15,overcast clouds
600,Forestville,US,2022-04-28 23:30:59,38.8451,-76.875,58.3,28,0,12.66,clear sky
601,Ovsyanka,RU,2022-04-28 23:30:59,55.9575,92.5519,50.97,91,84,6.73,broken clouds
602,Lamesa,US,2022-04-28 23:27:37,32.7376,-101.951,93.52,6,2,19.86,clear sky
603,Kokkola,FI,2022-04-28 23:31:00,63.8385,23.1307,29.93,94,0,2.3,clear sky
604,Nalobikha,RU,2022-04-28 23:31:00,53.2006,84.6039,49.91,56,46,8.3,scattered clouds
605,Zhigansk,RU,2022-04-28 23:31:01,66.7697,123.3711,21.07,95,67,10.63,broken clouds
606,General Roca,AR,2022-04-28 23:31:01,-39.0333,-67.5833,46.62,27,73,2.8,broken clouds
607,Poya,NC,2022-04-28 23:31:01,-21.35,165.15,70.9,89,100,7.54,overcast clouds
608,Rockport,US,2022-04-28 23:26:59,28.0206,-97.0544,80.65,75,0,20.71,clear sky
609,Hals,DK,2022-04-28 23:31:02,56.9961,10.3081,40.96,89,38,8.46,scattered clouds
610,Biak,ID,2022-04-28 23:31:02,-0.9131,122.8766,78.82,78,100,2.51,overcast clouds
611,Karuzi,BI,2022-04-28 23:31:03,-3.125,30.1333,61.18,97,95,0.47,light rain
612,Batabano,CU,2022-04-28 23:31:03,22.7164,-82.2881,81.21,56,13,3.65,few clouds
613,Khalkhal,IR,2022-04-28 23:31:04,37.6189,48.5258,49.26,76,31,2.33,scattered clouds
614,Zhaodong,CN,2022-04-28 23:31:04,46.0833,125.9833,51.89,24,45,6.98,scattered clouds
615,Mbour,SN,2022-04-28 23:31:05,14.422,-16.9638,72.45,65,0,14.34,clear sky
616,Moscow,RU,2022-04-28 23:30:09,55.7522,37.6156,37.58,72,89,2.19,overcast clouds
617,Nuristan,AF,2022-04-28 23:31:05,35.3,70.8333,36.88,58,69,8.93,broken clouds
618,Sao Joao Do Paraiso,BR,2022-04-28 23:31:06,-15.3136,-42.0144,67.14,68,15,6.53,few clouds
619,Megalopoli,GR,2022-04-28 23:31:06,37.4011,22.1422,61.41,55,43,4.76,scattered clouds
620,Sorrento,IT,2022-04-28 23:30:30,40.626,14.3744,62.65,67,14,5.01,few clouds
621,Hurghada,EG,2022-04-28 23:31:06,27.2574,33.8129,71.76,41,6,8.46,clear sky
622,Lake Charles,US,2022-04-28 23:28:11,30.2131,-93.2044,78.8,53,40,11.5,scattered clouds
623,Najran,SA,2022-04-28 23:31:07,17.4924,44.1277,66.85,55,9,2.06,clear sky
624,Sola,VU,2022-04-28 23:31:07,-13.8833,167.55,81.16,73,100,5.3,overcast clouds
625,Aromashevo,RU,2022-04-28 23:31:08,56.8602,68.6375,55.38,87,100,10.74,overcast clouds
626,Riosucio,CO,2022-04-28 23:26:11,5.4216,-75.7032,62.01,96,100,1.57,overcast clouds
627,Brigantine,US,2022-04-28 23:31:08,39.4101,-74.3646,55.6,25,0,20.71,clear sky
628,Hargeysa,SO,2022-04-28 23:31:09,9.56,44.065,73.2,61,59,10.18,broken clouds
629,Le Port,RE,2022-04-28 23:31:09,-20.9373,55.2919,75.2,77,61,8.97,broken clouds
630,Lazaro Cardenas,MX,2022-04-28 23:31:10,17.9583,-102.2,83.35,56,1,11.03,clear sky
631,Cuamba,MZ,2022-04-28 23:31:10,-14.8031,36.5372,60.62,97,53,5.64,broken clouds
632,Mogocha,RU,2022-04-28 23:31:10,53.7333,119.7667,33.13,67,100,10.42,overcast clouds
633,Phuket,TH,2022-04-28 23:29:09,8.0,98.25,88.12,84,40,2.3,scattered clouds
634,Bubaque,GW,2022-04-28 23:31:11,11.2833,-15.8333,77.14,74,45,16.71,scattered clouds
635,Chaumont,FR,2022-04-28 23:31:12,48.1167,5.1333,47.37,77,67,6.31,broken clouds
636,Horsham,GB,2022-04-28 23:29:35,51.064,-0.3272,49.53,79,0,6.91,clear sky
637,Sisimiut,GL,2022-04-28 23:31:12,66.9395,-53.6735,25.11,96,100,3.58,light snow
638,Buncrana,IE,2022-04-28 23:31:12,55.1333,-7.45,42.15,90,30,3.13,scattered clouds
639,Bowen,AU,2022-04-28 23:31:13,-20.0167,148.2333,77.34,77,70,14.41,broken clouds
640,Shenjiamen,CN,2022-04-28 23:31:13,29.9576,122.298,56.21,90,100,20.36,overcast clouds
641,Hanna,CA,2022-04-28 23:30:30,51.6334,-111.9018,51.85,34,91,5.99,overcast clouds
642,Ventspils,LV,2022-04-28 23:31:14,57.3894,21.5606,37.33,93,0,2.3,clear sky
643,Lensk,RU,2022-04-28 23:32:14,60.7253,114.9278,34.29,78,97,5.68,overcast clouds
644,Kaeo,NZ,2022-04-28 23:32:15,-35.1,173.7833,64.33,81,10,10.27,clear sky
645,Semporna,MY,2022-04-28 23:32:15,4.4818,118.6112,80.49,82,85,4.34,overcast clouds
646,Ngorongoro,TZ,2022-04-28 23:32:15,-3.2397,35.4875,52.61,97,80,5.14,broken clouds
647,Timmins,CA,2022-04-28 23:32:16,48.4669,-81.3331,49.82,17,0,2.3,clear sky
648,Bereda,ES,2022-04-28 23:32:16,43.2686,-7.5406,48.58,100,14,2.28,few clouds
649,Natal,BR,2022-04-28 23:31:55,-5.795,-35.2094,80.82,89,40,12.66,scattered clouds
650,Bafra,TR,2022-04-28 23:32:17,41.5678,35.9069,55.81,86,100,3.96,overcast clouds
651,Redlands,US,2022-04-28 23:32:17,34.0556,-117.1825,73.31,53,40,5.01,haze
652,Rutland,US,2022-04-28 23:32:18,43.6167,-73.0162,44.74,37,0,18.41,clear sky
653,Ambilobe,MG,2022-04-28 23:32:18,-13.2,49.05,71.96,96,52,3.13,broken clouds
654,Staritsa,RU,2022-04-28 23:32:19,56.5075,34.9354,30.47,72,21,5.32,few clouds
655,Abu Samrah,SY,2022-04-28 23:32:20,35.3029,37.1841,67.15,48,23,4.92,few clouds
656,Hobyo,SO,2022-04-28 23:32:20,5.3505,48.5268,83.08,76,6,9.15,clear sky
657,Clarence Town,AU,2022-04-28 23:32:21,-32.5833,151.7833,72.61,82,39,1.25,scattered clouds
658,Kyabram,AU,2022-04-28 23:32:21,-36.3167,145.05,64.87,71,65,9.8,broken clouds
659,Sakaiminato,JP,2022-04-28 23:32:22,35.55,133.2333,57.18,94,75,16.11,light intensity shower rain
660,Mahajanga,MG,2022-04-28 23:32:22,-15.7167,46.3167,75.27,77,71,11.25,broken clouds
661,Roald,NO,2022-04-28 23:32:22,62.5833,6.1333,45.75,81,75,4.61,broken clouds
662,Praia,CV,2022-04-28 23:32:23,14.9215,-23.5087,70.34,73,20,18.41,few clouds
663,Kulhudhuffushi,MV,2022-04-28 23:32:23,6.6221,73.07,84.31,72,23,0.56,few clouds
664,Sindor,RU,2022-04-28 23:32:24,62.8629,51.8905,22.82,83,13,4.81,few clouds
665,Nantucket,US,2022-04-28 23:32:24,41.2835,-70.0995,51.85,49,100,13.8,overcast clouds
666,Smithers,CA,2022-04-28 23:32:24,54.7804,-127.1743,55.72,28,75,8.05,broken clouds
667,Hovd,MN,2022-04-28 23:32:25,48.0056,91.6419,41.22,30,0,1.32,clear sky
668,Vendome,FR,2022-04-28 23:32:25,47.8,1.0667,53.89,87,45,7.27,scattered clouds
669,Buala,SB,2022-04-28 23:32:26,-8.145,159.5921,85.55,70,96,4.97,overcast clouds
670,Maksi,IN,2022-04-28 23:32:26,23.2667,76.15,84.27,16,4,8.21,clear sky
671,Belyy Yar,RU,2022-04-28 23:32:26,53.6039,91.3903,37.29,60,0,4.47,clear sky
672,Naron,ES,2022-04-28 23:30:32,43.5167,-8.1528,57.6,94,19,5.06,few clouds
673,Ossora,RU,2022-04-28 23:32:27,59.2353,163.0719,31.87,99,100,17.47,snow
674,Alice Town,BS,2022-04-28 23:32:27,25.7167,-79.3,77.04,67,2,8.05,clear sky
675,Poltavka,RU,2022-04-28 23:32:28,54.3663,71.7632,59.41,47,100,10.92,overcast clouds
676,Anadyr,RU,2022-04-28 23:32:28,64.75,177.4833,30.7,80,0,6.71,clear sky
677,Obera,AR,2022-04-28 23:32:28,-27.4871,-55.1199,66.92,95,64,5.35,broken clouds
678,Morros,BR,2022-04-28 23:32:29,-9.4467,-46.3003,75.31,59,89,2.77,overcast clouds
679,Napasar,IN,2022-04-28 23:32:29,27.9667,73.55,82.44,24,8,10.83,clear sky
680,Morondava,MG,2022-04-28 23:32:30,-20.2833,44.2833,72.97,62,0,11.7,clear sky
681,Puro,PH,2022-04-28 23:32:30,12.4841,123.3827,82.6,76,86,12.91,overcast clouds
682,Saint-Augustin,CA,2022-04-28 23:32:31,51.226,-58.6502,34.3,98,100,16.15,snow
683,Xique-Xique,BR,2022-04-28 23:32:31,-10.8218,-42.7263,80.47,57,100,15.66,overcast clouds
684,Pederneiras,BR,2022-04-28 23:32:31,-22.3517,-48.775,83.98,68,3,3.0,clear sky
685,Atar,MR,2022-04-28 23:32:32,20.5169,-13.0499,77.7,15,29,6.49,scattered clouds
686,Barranca,PE,2022-04-28 23:32:32,-10.75,-77.7667,66.09,89,96,5.03,overcast clouds
687,San Jose,US,2022-04-28 23:30:57,37.3394,-121.895,65.88,47,20,17.27,few clouds
688,Floro,NO,2022-04-28 23:32:33,61.5996,5.0328,42.76,70,100,0.0,overcast clouds
689,Krasnoselkup,RU,2022-04-28 23:32:33,65.7,82.4667,25.75,96,100,15.12,light snow
690,Lahore,PK,2022-04-28 23:32:34,31.5497,74.3436,82.38,44,13,17.27,haze
691,North Bend,US,2022-04-28 23:30:30,43.4065,-124.2243,57.24,82,100,13.8,overcast clouds
692,Arinos,BR,2022-04-28 23:33:34,-15.9169,-46.1056,79.05,47,62,2.35,broken clouds
693,Klaten,ID,2022-04-28 23:33:34,-7.7058,110.6064,78.19,84,88,1.3,overcast clouds
694,Isangel,VU,2022-04-28 23:33:35,-19.55,169.2667,74.37,91,100,17.72,moderate rain
695,Labuhan,ID,2022-04-28 23:33:35,-6.8844,112.2051,80.35,85,70,4.38,broken clouds
696,Coruche,PT,2022-04-28 23:33:36,38.9595,-8.5252,61.02,80,56,5.66,broken clouds
697,Green River,US,2022-04-28 23:33:36,41.5286,-109.4662,63.99,28,100,8.99,overcast clouds
698,Wasilla,US,2022-04-28 23:33:36,61.5814,-149.4394,48.18,60,100,4.61,overcast clouds
699,Naifaru,MV,2022-04-28 23:30:21,5.4444,73.3657,84.58,70,90,3.62,overcast clouds
700,Shelburne,CA,2022-04-28 23:33:37,44.0787,-80.2041,41.79,29,0,6.49,clear sky
701,Hornepayne,CA,2022-04-28 23:33:37,49.2138,-84.7705,39.88,74,20,3.0,few clouds
702,Radzyn Podlaski,PL,2022-04-28 23:33:38,51.7833,22.6167,39.43,88,16,4.36,few clouds
703,Griffith,US,2022-04-28 23:30:11,41.5284,-87.4237,51.73,62,100,13.8,overcast clouds
704,Butterworth,MY,2022-04-28 23:33:38,5.3991,100.3638,78.85,94,20,0.0,few clouds
705,Sur,OM,2022-04-28 23:33:39,22.5667,59.5289,87.26,43,80,7.63,broken clouds
706,Tual,ID,2022-04-28 23:33:39,-5.6667,132.75,85.03,68,97,12.39,overcast clouds
707,Tukrah,LY,2022-04-28 23:33:40,32.5341,20.5791,69.82,41,50,16.4,scattered clouds
708,Los Andes,CL,2022-04-28 23:33:40,-32.8337,-70.5983,59.02,28,0,2.75,clear sky
709,Tirumullaivasal,IN,2022-04-28 23:33:40,11.2333,79.8333,82.81,82,39,6.49,scattered clouds
710,Kochki,RU,2022-04-28 23:33:41,54.3358,80.4806,57.33,58,100,11.95,overcast clouds
711,Robertsport,LR,2022-04-28 23:33:41,6.7533,-11.3686,78.89,83,81,12.39,moderate rain
712,Lake Havasu City,US,2022-04-28 23:31:18,34.4839,-114.3224,90.21,10,0,17.27,clear sky
